metadata_qid,question,metadata_question,metadata_gold_answer
5923,"{'question': 'who produced the way i am by eminem', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: The Way I Am (Eminem song): [[\'""The Way I Am""\'], [\'Length\', \'4:50\'], [\'Label\', \'Aftermath Interscope Web\'], [\'Songwriter(s)\', \'Marshall Mathers\'], [\'Producer(s)\', \'Eminem\']]\nQuestion: who produced the way i am by eminem\nAre follow up questions needed here: No.\nSo the final answer is: Eminem'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Eminem'}]], 'traces_entailments': None}",who produced the way i am by eminem,['Eminem']
1893,"{'question': 'who is fifa and how many member countries do they have', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: List of football federations: FIFA - Fédération Internationale de Football Association - 211 members - founded in 1904, represents nations from around the world, and is the overall governing body of recognised international football. Its premier tournament is the quadrennial FIFA World Cup.\nQuestion: who is fifa and how many member countries do they have\nAre follow up questions needed here: No.\nSo the final answer is: FIFA - Fédération Internationale de Football Association - 211 members'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'FIFA - Fédération Internationale de Football Association - 211 members'}]], 'traces_entailments': None}",who is fifa and how many member countries do they have,"['Fédération Internationale de Football Association', '211']"
8289,"{'question': 'who sang rockin pneumonia and the boogie woogie flu', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Huey \'Piano\' Smith: ""Rockin\' Pneumonia and the Boogie Woogie Flu"" is a song written and originally recorded by Huey \'Piano\' Smith in 1957, who scored a minor Billboard hit with it, peaking at No. 52 on the Top 100 chart, and a more successful No. 5 on the Most Played R&B by Jockeys chart.\nQuestion: who sang rockin pneumonia and the boogie woogie flu\nAre follow up questions needed here: No.\nSo the final answer is: Huey \'Piano\' Smith'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': ""Huey 'Piano' Smith""}]], 'traces_entailments': None}",who sang rockin pneumonia and the boogie woogie flu,"[""Huey ' Piano ' Smith""]"
5630,"{'question': 'who hosted the first to tell the truth', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: To Tell the Truth: The show was created by Bob Stewart and originally produced by Mark Goodson–Bill Todman Productions. It first aired on CBS from 1956 to 1968 with Bud Collyer as host. From 1969 to 1978, the show was revived in syndication, with Garry Moore as the first host.\nQuestion: who hosted the first to tell the truth\nAre follow up questions needed here: No.\nSo the final answer is: Bud Collyer'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Bud Collyer'}]], 'traces_entailments': None}",who hosted the first to tell the truth,['Mike Wallace']
8241,"{'question': ""who is the winner of india 's raw star"", 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': [""\nContext1: Rituraj Mohanty: Rituraj Mohanty was announced as the winner of the show.\nQuestion: who is the winner of india 's raw star\nAre follow up questions needed here: No.\nSo the final answer is: Rituraj Mohanty""], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Rituraj Mohanty'}]], 'traces_entailments': None}",who is the winner of india 's raw star,['Rituraj Mohanty']
3099,"{'question': 'when was on the revolutions of the heavenly spheres published', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': [""\nContext1: Copernican heliocentrism: Copernicus' major work, De revolutionibus orbium coelestium - On the Revolutions of the Heavenly Spheres (first edition 1543 in Nuremberg, second edition 1566 in Basel), was a compendium of six books published during the year of his death, though he had arrived at his theory several decades earlier.\nQuestion: when was on the revolutions of the heavenly spheres published\nAre follow up questions needed here: No.\nSo the final answer is: 1543""], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': '1543'}]], 'traces_entailments': None}",when was on the revolutions of the heavenly spheres published,['1543']
1157,"{'question': 'who is the longest serving coach in premier league', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: List of current Premier League and English Football : Following the dismissal of Sean Dyche by Burnley in April 2022, Liverpool manager Jürgen Klopp became the longest serving manager currently in the Premier\nQuestion: who is the longest serving coach in premier league\nAre follow up questions needed here: No.\nSo the final answer is: Jurgen Klopp'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Jurgen Klopp'}]], 'traces_entailments': None}",who is the longest serving coach in premier league,['Eddie Howe']
7902,"{'question': ""what is meredith 's specialty in grey 's an"", 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': [""\nContext1: Meredith Grey: Meredith is the series' protagonist, and was introduced as a surgical intern at the fictional Seattle Grace Hospital (later Seattle Grace-Mercy West Hospital, and afterwards Grey+Sloan Memorial), eventually obtaining the position of a surgical resident, and later the position of an attending, and in 2016, attaining the\nQuestion: what is meredith 's specialty in grey 's an\nAre follow up questions needed here: No.\nSo the final answer is: general surgery""], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'general surgery'}]], 'traces_entailments': None}",what is meredith 's specialty in grey 's an,['General Surgery']
1741,"{'question': 'how many times has a nfl teams lost every game', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: List of winless seasons: Detroit was the first non-expansion team to lose every game in a full season since World War II. This was their second winless season in franchise history (1942\nQuestion: how many times has a nfl teams lost every game\nAre follow up questions needed here: No.\nSo the final answer is: 1'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': '1'}]], 'traces_entailments': None}",how many times has a nfl teams lost every game,['twelve times']
398,"{'question': 'who plays theon greyjoy sister in game of thrones', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Gemma Whelan: Gemma Elizabeth Whelan (born 23 April 1981) is an English actress and comedian known for portraying Yara Greyjoy in the HBO fantasy-drama series Game of Thrones.\nQuestion: who plays theon greyjoy sister in game of thrones\nAre follow up questions needed here: No.\nSo the final answer is: Gemma Whelan'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Gemma Whelan'}]], 'traces_entailments': None}",who plays theon greyjoy sister in game of thrones,['Gemma Elizabeth Whelan']
613,"{'question': 'what denomination in the ngc series is predominantly blue in color', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: New Generation Currency Series: The original version, issued from 2010 to 2016, included a blue underprint. Notes issued from 2016 onwards have a strong mauve or violet color, due to\nQuestion: what denomination in the ngc series is predominantly blue in color\nAre follow up questions needed here: No.\nSo the final answer is: $5'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': '$5'}]], 'traces_entailments': None}",what denomination in the ngc series is predominantly blue in color,['₱ 1000']
8438,"{'question': 'how many planet fitnesses are there in the united states', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': [""\nContext1: Planet Fitness: [['A Planet Fitness location in Cincinnati, Ohio'], ['Founded', '1992'], ['Founders', 'Michael Grondahl Marc Grondahl Rich Berks'], ['Headquarters', 'Hampton, New Hampshire, U.S.'], ['Number of locations', '2,039']]\nQuestion: how many planet fitnesses are there in the united states\nAre follow up questions needed here: No.\nSo the final answer is: 2,039""], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': '2,039'}]], 'traces_entailments': None}",how many planet fitnesses are there in the united states,"['1,600']"
